ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count
GO:0032933;SREBP signaling pathway;2/9;15/18862;2.11822507557584e-05;0.000180321113811143;6.30144101108618e-05;SREBF2/SREBF1;2
GO:0051224;negative regulation of protein transport;3/9;123/18862;2.20891486067327e-05;0.000180321113811143;6.30144101108618e-05;SREBF1/CYP51A1/HMGCR;3
GO:0006721;terpenoid metabolic process;3/9;124/18862;2.26313948507912e-05;0.000180321113811143;6.30144101108618e-05;FDFT1/FDPS/HMGCS1;3
GO:0071501;cellular response to sterol depletion;2/9;16/18862;2.42022958605538e-05;0.000181961731451329;6.35877348348987e-05;SREBF2/SREBF1;2
GO:1904950;negative regulation of establishment of protein localization;3/9;127/18862;2.43106766716351e-05;0.000181961731451329;6.35877348348987e-05;SREBF1/CYP51A1/HMGCR;3
GO:0006644;phospholipid metabolic process;4/9;419/18862;2.76861455099835e-05;0.000201131704146057;7.02868090346331e-05;FDFT1/FDPS/IDI1/HMGCS1;4
GO:0006991;response to sterol depletion;2/9;18/18862;3.08426563618842e-05;0.000217661032039583;7.60630923811881e-05;SREBF2/SREBF1;2
GO:1903531;negative regulation of secretion by cell;3/9;139/18862;3.18477877336244e-05;0.000218511210283478;7.6360192811614e-05;SREBF1/CYP51A1/HMGCR;3
GO:0051051;negative regulation of transport;4/9;438/18862;3.29455806750759e-05;0.000219934011533615;7.68574001523819e-05;SREBF2/SREBF1/CYP51A1/HMGCR;4
GO:1900221;regulation of amyloid-beta clearance;2/9;19/18862;3.44626735085499e-05;0.000224007377805575;7.82808650332713e-05;CYP51A1/HMGCR;2
GO:0071404;cellular response to low-density lipoprotein particle stimulus;2/9;22/18862;4.65202845304336e-05;0.000294628468692746;0.000102959873994482;SREBF2/HMGCS1;2
GO:0051048;negative regulation of secretion;3/9;160/18862;4.84678934543748e-05;0.000299289242080764;0.000104588612191019;SREBF1/CYP51A1/HMGCR;3
GO:1903146;regulation of autophagy of mitochondrion;2/9;31/18862;9.34363502784017e-05;0.000562897037043054;0.000196708105849267;SREBF2/SREBF1;2
GO:0055094;response to lipoprotein particle;2/9;33/18862;0.00010604295767753;0.0006236335844369;0.00021793289547763;SREBF2/HMGCS1;2
GO:0071402;cellular response to lipoprotein particle stimulus;2/9;34/18862;0.00011264275604212;0.000647040947497756;0.000226112753866678;SREBF2/HMGCS1;2
GO:0097242;amyloid-beta clearance;2/9;38/18862;0.000141015129222193;0.000791607657224583;0.000276632550148799;CYP51A1/HMGCR;2
GO:1903214;regulation of protein targeting to mitochondrion;2/9;44/18862;0.000189476982697567;0.00104001810502887;0.000363441229969603;SREBF2/SREBF1;2
GO:0008654;phospholipid biosynthetic process;3/9;269/18862;0.000226109285351887;0.0012141085539547;0.000424278292879972;FDPS/IDI1/HMGCS1;3
GO:0050708;regulation of protein secretion;3/9;279/18862;0.00025177059798915;0.00132313484475149;0.000462378253865853;SREBF1/CYP51A1/HMGCR;3
GO:0006984;ER-nucleus signaling pathway;2/9;53/18862;0.000275389189161499;0.00141710686922688;0.000495217401562345;SREBF2/SREBF1;2
GO:0010883;regulation of lipid storage;2/9;56/18862;0.000307535901697508;0.00155023199427111;0.000541738860133097;SREBF2/SREBF1;2
GO:0002791;regulation of peptide secretion;3/9;308/18862;0.000336711649526865;0.00166335554866271;0.000581270637077957;SREBF1/CYP51A1/HMGCR;3
GO:1903747;regulation of establishment of protein localization to mitochondrion;2/9;72/18862;0.000508411596405332;0.00246230714337484;0.000860469574927496;SREBF2/SREBF1;2
GO:0000422;autophagy of mitochondrion;2/9;75/18862;0.000551562796956946;0.00254626417322623;0.000889808916277653;SREBF2/SREBF1;2
GO:0061726;mitochondrion disassembly;2/9;75/18862;0.000551562796956946;0.00254626417322623;0.000889808916277653;SREBF2/SREBF1;2
GO:0009306;protein secretion;3/9;367/18862;0.000562495274759328;0.00254626417322623;0.000889808916277653;SREBF1/CYP51A1/HMGCR;3
GO:0035592;establishment of protein localization to extracellular region;3/9;368/18862;0.000566981900920821;0.00254626417322623;0.000889808916277653;SREBF1/CYP51A1/HMGCR;3
GO:0071692;protein localization to extracellular region;3/9;375/18862;0.000599036648945028;0.00264217950516825;0.000923327165667149;SREBF1/CYP51A1/HMGCR;3
GO:1903533;regulation of protein targeting;2/9;81/18862;0.00064303072105649;0.00278646645791145;0.000973749199014444;SREBF2/SREBF1;2
GO:0019915;lipid storage;2/9;85/18862;0.000707823100772837;0.00301435010156708;0.00105338465087791;SREBF2/SREBF1;2
GO:0002790;peptide secretion;3/9;401/18862;0.000728277570460717;0.00304889084582707;0.00106545514322531;SREBF1/CYP51A1/HMGCR;3
GO:0006626;protein targeting to mitochondrion;2/9;100/18862;0.000977796215120852;0.00402526108558084;0.00140665420420895;SREBF2/SREBF1;2
GO:0031667;response to nutrient levels;3/9;451/18862;0.00102450775644434;0.00414841665314346;0.00144969173474436;SREBF2/SREBF1/HMGCS1;3
GO:1903008;organelle disassembly;2/9;107/18862;0.00111827811955138;0.00445507573434181;0.00155685578613266;SREBF2/SREBF1;2
GO:0009991;response to extracellular stimulus;3/9;477/18862;0.00120495658806412;0.00472419487701331;0.00165090125682971;SREBF2/SREBF1/HMGCS1;3
GO:0042177;negative regulation of protein catabolic process;2/9;121/18862;0.00142666078200577;0.00550601895555354;0.00192411487046831;CYP51A1/HMGCR;2
GO:0033865;nucleoside bisphosphate metabolic process;2/9;140/18862;0.00190306095401278;0.00701576202449488;0.00245170460689785;HMGCS1/HMGCR;2
GO:0033875;ribonucleoside bisphosphate metabolic process;2/9;140/18862;0.00190306095401278;0.00701576202449488;0.00245170460689785;HMGCS1/HMGCR;2
GO:0034032;purine nucleoside bisphosphate metabolic process;2/9;140/18862;0.00190306095401278;0.00701576202449488;0.00245170460689785;HMGCS1/HMGCR;2
GO:0072655;establishment of protein localization to mitochondrion;2/9;142/18862;0.00195705088385404;0.00710869953399925;0.00248418223647108;SREBF2/SREBF1;2
GO:0014074;response to purine-containing compound;2/9;144/18862;0.00201176840993876;0.00720154778630253;0.00251662867452294;SREBF1/HMGCS1;2
GO:0070585;protein localization to mitochondrion;2/9;146/18862;0.0020672124095681;0.00729430664519031;0.0025490438734524;SREBF2/SREBF1;2
GO:0010821;regulation of mitochondrion organization;2/9;151/18862;0.00220899337252679;0.00768480792977629;0.00268550713932093;SREBF2/SREBF1;2
GO:0009267;cellular response to starvation;2/9;157/18862;0.00238509005503255;0.00818218393879221;0.00285931848702732;SREBF2/SREBF1;2
GO:0042594;response to starvation;2/9;196/18862;0.00368615466171507;0.012472331526625;0.00435853903764435;SREBF2/SREBF1;2
GO:0031669;cellular response to nutrient levels;2/9;210/18862;0.00421833705061256;0.0140801250202879;0.00492039314580697;SREBF2/SREBF1;2
GO:0042789;mRNA transcription by RNA polymerase II;1/9;10/18862;0.00476239989837213;0.0154777996697094;0.0054088198291761;SREBF1;1
GO:0090205;positive regulation of cholesterol metabolic process;1/9;10/18862;0.00476239989837213;0.0154777996697094;0.0054088198291761;SREBF1;1
GO:0097305;response to alcohol;2/9;233/18862;0.00516586636948909;0.0162171518892738;0.00566719136978672;SREBF1/HMGCS1;2
GO:0009642;response to light intensity;1/9;11/18862;0.00523752924278742;0.0162171518892738;0.00566719136978672;HMGCS1;1
GO:0033197;response to vitamin E;1/9;11/18862;0.00523752924278742;0.0162171518892738;0.00566719136978672;HMGCS1;1
GO:0031668;cellular response to extracellular stimulus;2/9;235/18862;0.00525251883053403;0.0162171518892738;0.00566719136978672;SREBF2/SREBF1;2
GO:0033157;regulation of intracellular protein transport;2/9;248/18862;0.0058322024138978;0.0177846172374415;0.00621495253982612;SREBF2/SREBF1;2
GO:0032354;response to follicle-stimulating hormone;1/9;13/18862;0.00618718309936794;0.0184124605487215;0.00643435655229133;HMGCS1;1
GO:0034616;response to laminar fluid shear stress;1/9;13/18862;0.00618718309936794;0.0184124605487215;0.00643435655229133;SREBF2;1
GO:0010867;positive regulation of triglyceride biosynthetic process;1/9;14/18862;0.00666170776126529;0.019588593059911;0.00684536386495932;SREBF1;1
GO:0006839;mitochondrial transport;2/9;274/18862;0.00707614708691397;0.0200295415905442;0.00699945625580494;SREBF2/SREBF1;2
GO:0009299;mRNA transcription;1/9;15/18862;0.00713603101201576;0.0200295415905442;0.00699945625580494;SREBF1;1
GO:0015936;coenzyme A metabolic process;1/9;15/18862;0.00713603101201576;0.0200295415905442;0.00699945625580494;HMGCR;1
GO:0071371;cellular response to gonadotropin stimulus;1/9;15/18862;0.00713603101201576;0.0200295415905442;0.00699945625580494;HMGCS1;1
GO:0031065;positive regulation of histone deacetylation;1/9;17/18862;0.00808407357927921;0.022435574989685;0.0078402605972903;SREBF1;1
GO:0010885;regulation of cholesterol storage;1/9;18/18862;0.00855779304533311;0.0228256489665419;0.00797657453763663;SREBF2;1
GO:0071498;cellular response to fluid shear stress;1/9;18/18862;0.00855779304533311;0.0228256489665419;0.00797657453763663;SREBF2;1
GO:0090370;negative regulation of cholesterol efflux;1/9;18/18862;0.00855779304533311;0.0228256489665419;0.00797657453763663;SREBF2;1
GO:0071496;cellular response to external stimulus;2/9;303/18862;0.00859427268780727;0.0228256489665419;0.00797657453763663;SREBF2/SREBF1;2
GO:0010893;positive regulation of steroid biosynthetic process;1/9;19/18862;0.00903131139932312;0.0233954055692901;0.00817567976425223;SREBF1;1
GO:0071397;cellular response to cholesterol;1/9;19/18862;0.00903131139932312;0.0233954055692901;0.00817567976425223;HMGCS1;1
GO:0009895;negative regulation of catabolic process;2/9;312/18862;0.00909295115243662;0.0233954055692901;0.00817567976425223;CYP51A1/HMGCR;2
GO:0051235;maintenance of location;2/9;319/18862;0.00948972079751609;0.023955543804514;0.00837142378849414;SREBF2/SREBF1;2
GO:0010878;cholesterol storage;1/9;20/18862;0.00950462871596103;0.023955543804514;0.00837142378849414;SREBF2;1
GO:0010866;regulation of triglyceride biosynthetic process;1/9;21/18862;0.00997774506993421;0.0247277375436682;0.00864127201611249;SREBF1;1
GO:0010506;regulation of autophagy;2/9;328/18862;0.0100112297747645;0.0247277375436682;0.00864127201611249;SREBF2/SREBF1;2
GO:0090312;positive regulation of protein deacetylation;1/9;22/18862;0.0104506605359056;0.0255575559640464;0.00893125757107096;SREBF1;1
GO:0090208;positive regulation of triglyceride metabolic process;1/9;23/18862;0.0109233751885157;0.0261948900151785;0.0091539781855727;SREBF1;1
GO:1902932;positive regulation of alcohol biosynthetic process;1/9;23/18862;0.0109233751885157;0.0261948900151785;0.0091539781855727;SREBF1;1
GO:0032386;regulation of intracellular transport;2/9;350/18862;0.0113393565663423;0.0265545717763029;0.0092796713644016;SREBF2/SREBF1;2
GO:0034698;response to gonadotropin;1/9;24/18862;0.011395889102381;0.0265545717763029;0.0092796713644016;HMGCS1;1
GO:0036315;cellular response to sterol;1/9;24/18862;0.011395889102381;0.0265545717763029;0.0092796713644016;HMGCS1;1
GO:0042493;response to drug;2/9;359/18862;0.0119042597548535;0.0274799267238206;0.00960304279289704;SREBF1/HMGCS1;2
GO:0032372;negative regulation of sterol transport;1/9;27/18862;0.0128122271573095;0.0290332119986737;0.0101458486421958;SREBF2;1
GO:0032375;negative regulation of cholesterol transport;1/9;27/18862;0.0128122271573095;0.0290332119986737;0.0101458486421958;SREBF2;1
GO:0010884;positive regulation of lipid storage;1/9;28/18862;0.0132839388618803;0.0295597558458057;0.0103298528845347;SREBF2;1
GO:0031063;regulation of histone deacetylation;1/9;28/18862;0.0132839388618803;0.0295597558458057;0.0103298528845347;SREBF1;1
GO:0042176;regulation of protein catabolic process;2/9;383/18862;0.0134710057996877;0.0297083788618112;0.0103817901839698;CYP51A1/HMGCR;2
GO:0045940;positive regulation of steroid metabolic process;1/9;29/18862;0.0137554502004298;0.0298034754342645;0.0104150223124214;SREBF1;1
GO:0070723;response to cholesterol;1/9;29/18862;0.0137554502004298;0.0298034754342645;0.0104150223124214;HMGCS1;1
GO:0006631;fatty acid metabolic process;2/9;392/18862;0.0140809014109463;0.0302433273782934;0.0105687314937995;MSMO1/SREBF1;2
GO:0034405;response to fluid shear stress;1/9;31/18862;0.014697872077337;0.0312963310612261;0.01093671062016;SREBF2;1
GO:1903955;positive regulation of protein targeting to mitochondrion;1/9;32/18862;0.0151687827645712;0.0318062232990629;0.0111148958471049;SREBF2;1
GO:0009150;purine ribonucleotide metabolic process;2/9;408/18862;0.0151948759080543;0.0318062232990629;0.0111148958471049;HMGCS1/HMGCR;2
GO:0036314;response to sterol;1/9;34/18862;0.0161100040086122;0.0334384116817412;0.0116852749111561;HMGCS1;1
GO:0009259;ribonucleotide metabolic process;2/9;425/18862;0.016419665089566;0.0337971439760234;0.0118106362924948;HMGCS1/HMGCR;2
GO:0046676;negative regulation of insulin secretion;1/9;35/18862;0.0165803147141527;0.0338457663999645;0.0118276277212746;SREBF1;1
GO:0019693;ribose phosphate metabolic process;2/9;435/18862;0.0171597166221285;0.0347151708595322;0.012131446880382;HMGCS1/HMGCR;2
GO:0033762;response to glucagon;1/9;37/18862;0.0175203366639323;0.0347151708595322;0.012131446880382;SREBF1;1
GO:0006163;purine nucleotide metabolic process;2/9;441/18862;0.0176106475456809;0.0347151708595322;0.012131446880382;HMGCS1/HMGCR;2
GO:0006605;protein targeting;2/9;441/18862;0.0176106475456809;0.0347151708595322;0.012131446880382;SREBF2/SREBF1;2
GO:0006084;acetyl-CoA metabolic process;1/9;38/18862;0.0179900480567616;0.0347151708595322;0.012131446880382;HMGCS1;1
GO:0032094;response to food;1/9;38/18862;0.0179900480567616;0.0347151708595322;0.012131446880382;SREBF1;1
GO:0071398;cellular response to fatty acid;1/9;38/18862;0.0179900480567616;0.0347151708595322;0.012131446880382;SREBF1;1
GO:0090207;regulation of triglyceride metabolic process;1/9;39/18862;0.0184595598272406;0.0353450486614606;0.0123515618591083;SREBF1;1
GO:1902895;positive regulation of pri-miRNA transcription by RNA polymerase II;1/9;40/18862;0.0189288720496045;0.0359609383726996;0.0125667886066967;SREBF2;1
GO:0072521;purine-containing compound metabolic process;2/9;460/18862;0.0190724005134561;0.0359609383726996;0.0125667886066967;HMGCS1/HMGCR;2
GO:0090278;negative regulation of peptide hormone secretion;1/9;41/18862;0.0193979847980669;0.0362977442812312;0.0126844876669975;SREBF1;1
GO:0019432;triglyceride biosynthetic process;1/9;42/18862;0.0198668981468161;0.0368956679869442;0.0128934360747045;SREBF1;1
GO:0090311;regulation of protein deacetylation;1/9;43/18862;0.020335612170019;0.0374843000447365;0.013099137454372;SREBF1;1
GO:0010874;regulation of cholesterol efflux;1/9;44/18862;0.0208041269418174;0.0380638470713252;0.0133016640095831;SREBF2;1
GO:0032570;response to progesterone;1/9;45/18862;0.0212724425363292;0.0386345096064214;0.0135010858202709;SREBF1;1
GO:0032369;negative regulation of lipid transport;1/9;49/18862;0.0231437146230539;0.0417262592109073;0.0145815182411865;SREBF2;1
GO:0046460;neutral lipid biosynthetic process;1/9;50/18862;0.0236110354420828;0.0419563003898881;0.01466190765809;SREBF1;1
GO:0046463;acylglycerol biosynthetic process;1/9;50/18862;0.0236110354420828;0.0419563003898881;0.01466190765809;SREBF1;1
GO:1902893;regulation of pri-miRNA transcription by RNA polymerase II;1/9;51/18862;0.0240781575280395;0.0424807493530412;0.0148451798293176;SREBF2;1
GO:0061614;pri-miRNA transcription by RNA polymerase II;1/9;52/18862;0.0245450809548776;0.0429974113181189;0.0150257307823812;SREBF2;1
GO:1903749;positive regulation of establishment of protein localization to mitochondrion;1/9;58/18862;0.0273424538128072;0.0475604654349534;0.0166203203309873;SREBF2;1
GO:0046888;negative regulation of hormone secretion;1/9;60/18862;0.0282733255078855;0.048835744059075;0.0170659749109062;SREBF1;1
GO:0070542;response to fatty acid;1/9;61/18862;0.0287384643266508;0.0492944492269636;0.0172262724765012;SREBF1;1
GO:0033344;cholesterol efflux;1/9;64/18862;0.030132693552392;0.0513294848789023;0.0179374291927125;SREBF2;1
GO:1905953;negative regulation of lipid localization;1/9;67/18862;0.0315251434791337;0.0533336331462057;0.0186377921073465;SREBF2;1
GO:0032371;regulation of sterol transport;1/9;70/18862;0.032915816094072;0.0549338282110526;0.0191969908941245;SREBF2;1
GO:0032374;regulation of cholesterol transport;1/9;70/18862;0.032915816094072;0.0549338282110526;0.0191969908941245;SREBF2;1
GO:0070988;demethylation;1/9;72/18862;0.0338419447557228;0.0561004050648559;0.0196046589188927;CYP51A1;1
GO:0016575;histone deacetylation;1/9;77/18862;0.0361538182425453;0.0595332873727245;0.0208043024272892;SREBF1;1
GO:0046889;positive regulation of lipid biosynthetic process;1/9;85/18862;0.0398425889105358;0.0651729765622672;0.0227751292482673;SREBF1;1
GO:0031058;positive regulation of histone modification;1/9;86/18862;0.040302801761354;0.0654920528622003;0.0228866325791623;SREBF1;1
GO:0033273;response to vitamin;1/9;89/18862;0.0416822640927491;0.0668540209799288;0.0233625813780275;HMGCS1;1
GO:0097306;cellular response to alcohol;1/9;89/18862;0.0416822640927491;0.0668540209799288;0.0233625813780275;HMGCS1;1
GO:0051591;response to cAMP;1/9;93/18862;0.0435188054133049;0.0691874557415751;0.0241780156437637;SREBF1;1
GO:0006476;protein deacetylation;1/9;94/18862;0.0439774516252117;0.0691874557415751;0.0241780156437637;SREBF1;1
GO:0042632;cholesterol homeostasis;1/9;94/18862;0.0439774516252117;0.0691874557415751;0.0241780156437637;SREBF2;1
GO:0055092;sterol homeostasis;1/9;95/18862;0.0444359023357493;0.0694662523856335;0.0242754429815553;SREBF2;1
GO:0002027;regulation of heart rate;1/9;97/18862;0.0453522175443787;0.0704528159337203;0.0246202041617945;SREBF1;1
GO:0019217;regulation of fatty acid metabolic process;1/9;98/18862;0.0458100821882426;0.0707193143780995;0.0247133338120782;SREBF1;1
GO:1905269;positive regulation of chromatin organization;1/9;100/18862;0.0467252259193228;0.071684042248899;0.025050464369954;SREBF1;1
GO:0032526;response to retinoic acid;1/9;103/18862;0.0480964787163973;0.0733322854503095;0.0256264538969758;SREBF1;1
GO:0006637;acyl-CoA metabolic process;1/9;105/18862;0.0490096728969246;0.0733659951850932;0.0256382339875459;HMGCS1;1
GO:0035383;thioester metabolic process;1/9;105/18862;0.0490096728969246;0.0733659951850932;0.0256382339875459;HMGCS1;1
GO:0035601;protein deacylation;1/9;105/18862;0.0490096728969246;0.0733659951850932;0.0256382339875459;SREBF1;1
GO:0006641;triglyceride metabolic process;1/9;108/18862;0.05037800409543;0.0742954448634874;0.0259630363469251;SREBF1;1
GO:0008593;regulation of Notch signaling pathway;1/9;108/18862;0.05037800409543;0.0742954448634874;0.0259630363469251;SREBF2;1
GO:0030301;cholesterol transport;1/9;109/18862;0.0508337254329124;0.0742954448634874;0.0259630363469251;SREBF2;1
GO:0098732;macromolecule deacylation;1/9;109/18862;0.0508337254329124;0.0742954448634874;0.0259630363469251;SREBF1;1
GO:1905954;positive regulation of lipid localization;1/9;111/18862;0.0517445849504534;0.0751818381338941;0.0262727923587442;SREBF2;1
GO:0015918;sterol transport;1/9;122/18862;0.0567404379032995;0.081958410304766;0.02864091048366;SREBF2;1
GO:0045471;response to ethanol;1/9;126/18862;0.0585513025880949;0.0840823938329038;0.0293831506256046;SREBF1;1
GO:0046683;response to organophosphorus;1/9;130/18862;0.0603590764015721;0.0861774096600481;0.0301152678121625;SREBF1;1
GO:0008584;male gonad development;1/9;134/18862;0.0621637639609096;0.0880058932408014;0.0307542435360994;HMGCS1;1
GO:0046546;development of primary male sexual characteristics;1/9;135/18862;0.0626144541640463;0.0880058932408014;0.0307542435360994;HMGCS1;1
GO:0006638;neutral lipid metabolic process;1/9;136/18862;0.0630649518365257;0.0880058932408014;0.0307542435360994;SREBF1;1
GO:0006639;acylglycerol metabolic process;1/9;136/18862;0.0630649518365257;0.0880058932408014;0.0307542435360994;SREBF1;1
GO:0001889;liver development;1/9;138/18862;0.06396536987737;0.0887609346051146;0.0310180977524798;HMGCS1;1
GO:0061008;hepaticobiliary system development;1/9;140/18862;0.0648650186589269;0.0891309117405026;0.0311473887181812;HMGCS1;1
GO:0031056;regulation of histone modification;1/9;141/18862;0.0653145547572104;0.0891309117405026;0.0311473887181812;SREBF1;1
GO:0062013;positive regulation of small molecule metabolic process;1/9;141/18862;0.0653145547572104;0.0891309117405026;0.0311473887181812;SREBF1;1
GO:0008286;insulin receptor signaling pathway;1/9;143/18862;0.0662130507280637;0.0898605688452293;0.03140237223656;SREBF1;1
GO:0045834;positive regulation of lipid metabolic process;1/9;150/18862;0.069351743793576;0.0936059055574496;0.0327112050104874;SREBF1;1
GO:0046661;male sex differentiation;1/9;153/18862;0.0706940247279059;0.094899044064091;0.0331631008448986;HMGCS1;1
GO:0032368;regulation of lipid transport;1/9;156/18862;0.0720345845136471;0.0961759047290315;0.0336093082794826;SREBF2;1
GO:0055088;lipid homeostasis;1/9;162/18862;0.074710548363084;0.0992123948692567;0.0346704299138251;SREBF2;1
GO:0030324;lung development;1/9;163/18862;0.0751558748371339;0.099270059276856;0.0346905811238108;SREBF1;1
GO:2001252;positive regulation of chromosome organization;1/9;164/18862;0.0756010107869959;0.0993268599169573;0.034710430484511;SREBF1;1
GO:0007584;response to nutrient;1/9;165/18862;0.0760459562839965;0.099382810593371;0.0347299828197589;HMGCS1;1
GO:0030323;respiratory tube development;1/9;167/18862;0.0769352762046066;0.100015859065989;0.034951205810403;SREBF1;1
GO:0050796;regulation of insulin secretion;1/9;178/18862;0.0818129489467158;0.105799991569837;0.0369725093063141;SREBF1;1
GO:0090316;positive regulation of intracellular protein transport;1/9;179/18862;0.0822552355801711;0.105817933272408;0.0369787791533664;SREBF2;1
GO:0009749;response to glucose;1/9;185/18862;0.0849049807640139;0.107546308967751;0.037582771512276;SREBF1;1
