ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count
GO:0019058;viral life cycle;2/8;348/18862;0.00883019168532179;0.0443400275599012;0.0202092366523695;MX1/IFI27;2
GO:0002053;positive regulation of mesenchymal cell proliferation;1/8;21/18862;0.00887380691066353;0.0443400275599012;0.0202092366523695;STAT1;1
GO:0035455;response to interferon-alpha;1/8;21/18862;0.00887380691066353;0.0443400275599012;0.0202092366523695;IFIT2;1
GO:0072111;cell proliferation involved in kidney development;1/8;21/18862;0.00887380691066353;0.0443400275599012;0.0202092366523695;STAT1;1
GO:0072170;metanephric tubule development;1/8;21/18862;0.00887380691066353;0.0443400275599012;0.0202092366523695;STAT1;1
GO:0032727;positive regulation of interferon-alpha production;1/8;22/18862;0.00929464495241916;0.0443400275599012;0.0202092366523695;STAT1;1
GO:0051882;mitochondrial depolarization;1/8;22/18862;0.00929464495241916;0.0443400275599012;0.0202092366523695;IFI6;1
GO:0072243;metanephric nephron epithelium development;1/8;22/18862;0.00929464495241916;0.0443400275599012;0.0202092366523695;STAT1;1
GO:0060330;regulation of response to interferon-gamma;1/8;25/18862;0.0105562211028924;0.0458486618051;0.020896839889465;STAT1;1
GO:0060334;regulation of interferon-gamma-mediated signaling pathway;1/8;25/18862;0.0105562211028924;0.0458486618051;0.020896839889465;STAT1;1
GO:0072202;cell differentiation involved in metanephros development;1/8;25/18862;0.0105562211028924;0.0458486618051;0.020896839889465;STAT1;1
GO:0072207;metanephric epithelium development;1/8;25/18862;0.0105562211028924;0.0458486618051;0.020896839889465;STAT1;1
GO:0072273;metanephric nephron morphogenesis;1/8;25/18862;0.0105562211028924;0.0458486618051;0.020896839889465;STAT1;1
GO:0099590;neurotransmitter receptor internalization;1/8;25/18862;0.0105562211028924;0.0458486618051;0.020896839889465;MX1;1
GO:0010464;regulation of mesenchymal cell proliferation;1/8;26/18862;0.0109764339940731;0.0462919172793518;0.0210988662586302;STAT1;1
GO:0034143;regulation of toll-like receptor 4 signaling pathway;1/8;26/18862;0.0109764339940731;0.0462919172793518;0.0210988662586302;IFI35;1
GO:0034123;positive regulation of toll-like receptor signaling pathway;1/8;27/18862;0.0113964907220434;0.0467095605649948;0.0212892191397697;IFI35;1
GO:0036037;CD8-positive, alpha-beta T cell activation;1/8;27/18862;0.0113964907220434;0.0467095605649948;0.0212892191397697;IRF1;1
GO:0032607;interferon-alpha production;1/8;28/18862;0.0118163913365495;0.0470795853973604;0.0214578685479017;STAT1;1
GO:0032647;regulation of interferon-alpha production;1/8;28/18862;0.0118163913365495;0.0470795853973604;0.0214578685479017;STAT1;1
GO:1903706;regulation of hemopoiesis;2/8;415/18862;0.0123853471695066;0.0470795853973604;0.0214578685479017;STAT1/IRF1;2
GO:0070102;interleukin-6-mediated signaling pathway;1/8;30/18862;0.0126557244240907;0.0470795853973604;0.0214578685479017;STAT1;1
GO:0090183;regulation of kidney development;1/8;30/18862;0.0126557244240907;0.0470795853973604;0.0214578685479017;STAT1;1
GO:0002230;positive regulation of defense response to virus by host;1/8;31/18862;0.0130751569965525;0.0470795853973604;0.0214578685479017;STAT1;1
GO:0003338;metanephros morphogenesis;1/8;31/18862;0.0130751569965525;0.0470795853973604;0.0214578685479017;STAT1;1
GO:0044788;modulation by host of viral process;1/8;31/18862;0.0130751569965525;0.0470795853973604;0.0214578685479017;IFI27;1
GO:0045648;positive regulation of erythrocyte differentiation;1/8;32/18862;0.0134944336544056;0.0470795853973604;0.0214578685479017;STAT1;1
GO:0046825;regulation of protein export from nucleus;1/8;32/18862;0.0134944336544056;0.0470795853973604;0.0214578685479017;IFI27;1
GO:1901099;negative regulation of signal transduction in absence of ligand;1/8;32/18862;0.0134944336544056;0.0470795853973604;0.0214578685479017;IFI6;1
GO:2001240;negative regulation of extrinsic apoptotic signaling pathway in absence of ligand;1/8;32/18862;0.0134944336544056;0.0470795853973604;0.0214578685479017;IFI6;1
GO:0001819;positive regulation of cytokine production;2/8;437/18862;0.0136706831222788;0.0470795853973604;0.0214578685479017;STAT1/IRF1;2
GO:0032728;positive regulation of interferon-beta production;1/8;33/18862;0.0139135544473299;0.0470795853973604;0.0214578685479017;IRF1;1
GO:0045589;regulation of regulatory T cell differentiation;1/8;33/18862;0.0139135544473299;0.0470795853973604;0.0214578685479017;IRF1;1
GO:0046640;regulation of alpha-beta T cell proliferation;1/8;34/18862;0.014332519424993;0.0479398063525629;0.0218499388693179;IRF1;1
GO:0002755;MyD88-dependent toll-like receptor signaling pathway;1/8;35/18862;0.0147513286370498;0.0487799617429713;0.0222328637352664;IRF1;1
GO:0045066;regulatory T cell differentiation;1/8;36/18862;0.0151699821331407;0.0495530346084462;0.022585213820453;IRF1;1
GO:0046633;alpha-beta T cell proliferation;1/8;37/18862;0.0155884799628937;0.0495530346084462;0.022585213820453;IRF1;1
GO:1901223;negative regulation of NIK/NF-kappaB signaling;1/8;37/18862;0.0155884799628937;0.0495530346084462;0.022585213820453;IFI35;1
GO:0010463;mesenchymal cell proliferation;1/8;38/18862;0.0160068221759242;0.0495530346084462;0.022585213820453;STAT1;1
GO:0010742;macrophage derived foam cell differentiation;1/8;38/18862;0.0160068221759242;0.0495530346084462;0.022585213820453;STAT1;1
GO:0090077;foam cell differentiation;1/8;38/18862;0.0160068221759242;0.0495530346084462;0.022585213820453;STAT1;1
GO:0072210;metanephric nephron development;1/8;39/18862;0.0164250088218334;0.0503123954437213;0.0229313142554128;STAT1;1
GO:0032735;positive regulation of interleukin-12 production;1/8;40/18862;0.0168430399502095;0.0510554648490726;0.0232699894048947;IRF1;1
GO:0050691;regulation of defense response to virus by host;1/8;41/18862;0.017260915610628;0.0514448303312146;0.0234474538677267;STAT1;1
GO:0000266;mitochondrial fission;1/8;42/18862;0.0176786358526511;0.0514448303312146;0.0234474538677267;MX1;1
GO:0062208;positive regulation of pattern recognition receptor signaling pathway;1/8;42/18862;0.0176786358526511;0.0514448303312146;0.0234474538677267;IFI35;1
GO:2001239;regulation of extrinsic apoptotic signaling pathway in absence of ligand;1/8;42/18862;0.0176786358526511;0.0514448303312146;0.0234474538677267;IFI6;1
GO:0034142;toll-like receptor 4 signaling pathway;1/8;43/18862;0.0180962007258275;0.0516273961883903;0.0235306634825002;IFI35;1
GO:0048489;synaptic vesicle transport;1/8;43/18862;0.0180962007258275;0.0516273961883903;0.0235306634825002;MX1;1
GO:0003254;regulation of membrane depolarization;1/8;44/18862;0.0185136102796927;0.0523054426348599;0.0238397025573968;IFI6;1
GO:0071354;cellular response to interleukin-6;1/8;46/18862;0.019347963627568;0.0532554452637946;0.0242726934463307;STAT1;1
GO:0099637;neurotransmitter receptor transport;1/8;46/18862;0.019347963627568;0.0532554452637946;0.0242726934463307;MX1;1
GO:0030857;negative regulation of epithelial cell differentiation;1/8;47/18862;0.0197649075205836;0.0532554452637946;0.0242726934463307;STAT1;1
GO:0045581;negative regulation of T cell differentiation;1/8;47/18862;0.0197649075205836;0.0532554452637946;0.0242726934463307;IRF1;1
GO:0045646;regulation of erythrocyte differentiation;1/8;47/18862;0.0197649075205836;0.0532554452637946;0.0242726934463307;STAT1;1
GO:0035850;epithelial cell differentiation involved in kidney development;1/8;48/18862;0.0201816962922993;0.0538795745051292;0.0245571582117789;STAT1;1
GO:0043124;negative regulation of I-kappaB kinase/NF-kappaB signaling;1/8;49/18862;0.0205983299921858;0.0544919457066006;0.0248362639140231;STAT1;1
GO:0032648;regulation of interferon-beta production;1/8;50/18862;0.0210148086696994;0.0546009760971654;0.0248859576351703;IRF1;1
GO:0070741;response to interleukin-6;1/8;50/18862;0.0210148086696994;0.0546009760971654;0.0248859576351703;STAT1;1
GO:0032608;interferon-beta production;1/8;52/18862;0.0218473011553695;0.0562616339487833;0.0256428499820825;IRF1;1
GO:0045071;negative regulation of viral genome replication;1/8;54/18862;0.0226791741447021;0.057388171096594;0.026156301530732;MX1;1
GO:0097479;synaptic vesicle localization;1/8;54/18862;0.0226791741447021;0.057388171096594;0.026156301530732;MX1;1
GO:0001836;release of cytochrome c from mitochondria;1/8;55/18862;0.023094878451744;0.0574411079440811;0.0261804290141227;IFI6;1
GO:0045620;negative regulation of lymphocyte differentiation;1/8;55/18862;0.023094878451744;0.0574411079440811;0.0261804290141227;IRF1;1
GO:0061005;cell differentiation involved in kidney development;1/8;58/18862;0.0243410632148683;0.0595510919094435;0.0271421145979016;STAT1;1
GO:0048488;synaptic vesicle endocytosis;1/8;59/18862;0.0247561489144151;0.0595510919094435;0.0271421145979016;MX1;1
GO:0140238;presynaptic endocytosis;1/8;59/18862;0.0247561489144151;0.0595510919094435;0.0271421145979016;MX1;1
GO:0032615;interleukin-12 production;1/8;60/18862;0.0251710800854349;0.0595510919094435;0.0271421145979016;IRF1;1
GO:0032655;regulation of interleukin-12 production;1/8;60/18862;0.0251710800854349;0.0595510919094435;0.0271421145979016;IRF1;1
GO:0099072;regulation of postsynaptic membrane neurotransmitter receptor levels;1/8;60/18862;0.0251710800854349;0.0595510919094435;0.0271421145979016;MX1;1
GO:0070936;protein K48-linked ubiquitination;1/8;61/18862;0.0255858567772398;0.0600442284046514;0.0273668756700527;IFI27;1
GO:0051851;modulation by host of symbiont process;1/8;62/18862;0.0260004790391292;0.0605291152030927;0.0275878767067813;IFI27;1
GO:0038034;signal transduction in absence of ligand;1/8;67/18862;0.0280712756243989;0.0638182906773444;0.0290870125713344;IFI6;1
GO:0097192;extrinsic apoptotic signaling pathway in absence of ligand;1/8;67/18862;0.0280712756243989;0.0638182906773444;0.0290870125713344;IFI6;1
GO:1901224;positive regulation of NIK/NF-kappaB signaling;1/8;67/18862;0.0280712756243989;0.0638182906773444;0.0290870125713344;IFI35;1
GO:0050688;regulation of defense response to virus;1/8;69/18862;0.0288985149731037;0.0646882142859475;0.0294835051547455;STAT1;1
GO:0072088;nephron epithelium morphogenesis;1/8;69/18862;0.0288985149731037;0.0646882142859475;0.0294835051547455;STAT1;1
GO:0051881;regulation of mitochondrial membrane potential;1/8;71/18862;0.029725138177822;0.064964605074795;0.029609478167568;IFI6;1
GO:0072028;nephron morphogenesis;1/8;71/18862;0.029725138177822;0.064964605074795;0.029609478167568;STAT1;1
GO:0098586;cellular response to virus;1/8;71/18862;0.029725138177822;0.064964605074795;0.029609478167568;IFI6;1
GO:0036465;synaptic vesicle recycling;1/8;72/18862;0.0301382188491317;0.064964605074795;0.029609478167568;MX1;1
GO:0043154;negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;1/8;72/18862;0.0301382188491317;0.064964605074795;0.029609478167568;IFI6;1
GO:0071260;cellular response to mechanical stimulus;1/8;74/18862;0.0309639185754271;0.0662536787165389;0.0301970103754166;IRF1;1
GO:0001937;negative regulation of endothelial cell proliferation;1/8;75/18862;0.0313765377286843;0.0666465144455995;0.0303760565026064;STAT1;1
GO:2000117;negative regulation of cysteine-type endopeptidase activity;1/8;80/18862;0.0334373283603103;0.0705091489336979;0.0321365627261564;IFI6;1
GO:0001656;metanephros development;1/8;82/18862;0.0342605697994905;0.0717253655514514;0.0326908882600213;STAT1;1
GO:0045069;regulation of viral genome replication;1/8;83/18862;0.0346719603980852;0.0720681462560199;0.0328471203771333;MX1;1
GO:0051899;membrane depolarization;1/8;87/18862;0.0363159897959395;0.0747373756299254;0.0340636980624728;IFI6;1
GO:0060993;kidney morphogenesis;1/8;88/18862;0.0367266141411661;0.0747373756299254;0.0340636980624728;STAT1;1
GO:0072080;nephron tubule development;1/8;88/18862;0.0367266141411661;0.0747373756299254;0.0340636980624728;STAT1;1
GO:0042058;regulation of epidermal growth factor receptor signaling pathway;1/8;89/18862;0.0371370853826104;0.0750478600440252;0.0342052102208254;IFI6;1
GO:0061326;renal tubule development;1/8;90/18862;0.0375474035692047;0.0753537547492315;0.034344630487984;STAT1;1
GO:0051702;biological process involved in interaction with symbiont;1/8;92/18862;0.0383675809735129;0.0764723702965223;0.0348544715404659;IFI27;1
GO:0051591;response to cAMP;1/8;93/18862;0.0387774402890275;0.0767635042456259;0.0349871641705511;STAT1;1
GO:0032091;negative regulation of protein binding;1/8;96/18862;0.0400061012755484;0.0776118364745639;0.0353738158646954;IFIT2;1
GO:0048661;positive regulation of smooth muscle cell proliferation;1/8;96/18862;0.0400061012755484;0.0776118364745639;0.0353738158646954;STAT1;1
GO:1901184;regulation of ERBB signaling pathway;1/8;96/18862;0.0400061012755484;0.0776118364745639;0.0353738158646954;IFI6;1
GO:0051817;modulation of process of other organism involved in symbiotic interaction;1/8;98/18862;0.040824444955061;0.0786749237213427;0.0358583483048985;IFI27;1
GO:0046634;regulation of alpha-beta T cell activation;1/8;101/18862;0.0420508159835261;0.0794552965933417;0.0362140255769978;IRF1;1
GO:1902106;negative regulation of leukocyte differentiation;1/8;101/18862;0.0420508159835261;0.0794552965933417;0.0362140255769978;IRF1;1
GO:0042116;macrophage activation;1/8;102/18862;0.0424593013239736;0.0794552965933417;0.0362140255769978;IFI35;1
GO:0045639;positive regulation of myeloid cell differentiation;1/8;102/18862;0.0424593013239736;0.0794552965933417;0.0362140255769978;STAT1;1
GO:0046822;regulation of nucleocytoplasmic transport;1/8;103/18862;0.0428676342445177;0.0794552965933417;0.0362140255769978;IFI27;1
GO:2001237;negative regulation of extrinsic apoptotic signaling pathway;1/8;103/18862;0.0428676342445177;0.0794552965933417;0.0362140255769978;IFI6;1
GO:1903707;negative regulation of hemopoiesis;1/8;105/18862;0.0436838430208872;0.0801918138842825;0.0365497144128038;IRF1;1
GO:0072009;nephron epithelium development;1/8;106/18862;0.044091718974176;0.0801918138842825;0.0365497144128038;STAT1;1
GO:1901222;regulation of NIK/NF-kappaB signaling;1/8;106/18862;0.044091718974176;0.0801918138842825;0.0365497144128038;IFI35;1
GO:0046632;alpha-beta T cell differentiation;1/8;107/18862;0.044499442702487;0.0804306697293398;0.0366585798006758;IRF1;1
GO:0006900;vesicle budding from membrane;1/8;109/18862;0.0453144336789612;0.0813981493862821;0.0370995363453483;MX1;1
GO:0031623;receptor internalization;1/8;111/18862;0.0461288163397453;0.0823526721157416;0.0375345873994699;MX1;1
GO:0030218;erythrocyte differentiation;1/8;115/18862;0.047755758270952;0.0847373515661405;0.0386214733128367;STAT1;1
GO:0050868;negative regulation of T cell activation;1/8;119/18862;0.0493802716074455;0.0870888426531312;0.0396932326796691;IRF1;1
GO:0034101;erythrocyte homeostasis;1/8;121/18862;0.0501916185240612;0.0879865119909747;0.0401023711733146;STAT1;1
GO:0007173;epidermal growth factor receptor signaling pathway;1/8;123/18862;0.0510023594572467;0.0883433726313024;0.0402650206241422;IFI6;1
GO:0035821;modulation of process of other organism;1/8;123/18862;0.0510023594572467;0.0883433726313024;0.0402650206241422;IFI27;1
GO:0046683;response to organophosphorus;1/8;130/18862;0.0538351862035484;0.0926984567173526;0.0422499748467587;STAT1;1
GO:0072073;kidney epithelium development;1/8;131/18862;0.054239271112281;0.0928448699627869;0.0423167068739777;STAT1;1
GO:0050729;positive regulation of inflammatory response;1/8;133/18862;0.0550469879439482;0.0936764531677716;0.0426957247210679;IFI35;1
GO:0072006;nephron development;1/8;138/18862;0.0570636398625737;0.0959856601156586;0.0437482118812552;STAT1;1
GO:1903038;negative regulation of leukocyte cell-cell adhesion;1/8;138/18862;0.0570636398625737;0.0959856601156586;0.0437482118812552;IRF1;1
GO:0014074;response to purine-containing compound;1/8;144/18862;0.0594786504849038;0.0983116691980299;0.0448083570951411;STAT1;1
GO:0002262;myeloid cell homeostasis;1/8;145/18862;0.0598806256316139;0.0983116691980299;0.0448083570951411;STAT1;1
GO:0038127;ERBB signaling pathway;1/8;145/18862;0.0598806256316139;0.0983116691980299;0.0448083570951411;IFI6;1
GO:0016525;negative regulation of angiogenesis;1/8;146/18862;0.0602824504430125;0.0983116691980299;0.0448083570951411;STAT1;1
GO:0045580;regulation of T cell differentiation;1/8;146/18862;0.0602824504430125;0.0983116691980299;0.0448083570951411;IRF1;1
GO:1903900;regulation of viral life cycle;1/8;148/18862;0.0610856492526407;0.0983116691980299;0.0448083570951411;MX1;1
GO:2000181;negative regulation of blood vessel morphogenesis;1/8;148/18862;0.0610856492526407;0.0983116691980299;0.0448083570951411;STAT1;1
GO:0046631;alpha-beta T cell activation;1/8;149/18862;0.0614870233472214;0.0983116691980299;0.0448083570951411;IRF1;1
GO:1901343;negative regulation of vasculature development;1/8;149/18862;0.0614870233472214;0.0983116691980299;0.0448083570951411;STAT1;1
GO:0051250;negative regulation of lymphocyte activation;1/8;153/18862;0.0630910187808104;0.100325062651453;0.0457260187885079;IRF1;1
GO:2001236;regulation of extrinsic apoptotic signaling pathway;1/8;154/18862;0.0634916426436438;0.100413413094024;0.0457662870314595;IFI6;1
GO:0030856;regulation of epithelial cell differentiation;1/8;156/18862;0.064292440711322;0.101130271605377;0.0460930158157984;STAT1;1
GO:0051100;negative regulation of binding;1/8;159/18862;0.0654925143888573;0.101992775064363;0.0464861264536433;IFIT2;1
GO:0048660;regulation of smooth muscle cell proliferation;1/8;160/18862;0.0658922395604816;0.101992775064363;0.0464861264536433;STAT1;1
GO:0050680;negative regulation of epithelial cell proliferation;1/8;160/18862;0.0658922395604816;0.101992775064363;0.0464861264536433;STAT1;1
GO:0048659;smooth muscle cell proliferation;1/8;162/18862;0.0666912411105064;0.102683339487605;0.0468008709547413;STAT1;1
GO:0007259;receptor signaling pathway via JAK-STAT;1/8;166/18862;0.0682874503812626;0.104587621373407;0.0476688019281944;STAT1;1
GO:0042129;regulation of T cell proliferation;1/8;168/18862;0.0690846588693048;0.10470643609879;0.0477229551399803;IRF1;1
GO:0043112;receptor metabolic process;1/8;168/18862;0.0690846588693048;0.10470643609879;0.0477229551399803;MX1;1
GO:0002819;regulation of adaptive immune response;1/8;170/18862;0.0698812704369888;0.105365024337636;0.0480231255798232;IRF1;1
GO:0061025;membrane fusion;1/8;172/18862;0.070677285467457;0.105727161351988;0.0481881798891317;MX1;1
GO:0033209;tumor necrosis factor-mediated signaling pathway;1/8;174/18862;0.0714727043436473;0.105727161351988;0.0481881798891317;STAT1;1
GO:0045619;regulation of lymphocyte differentiation;1/8;175/18862;0.0718701903435002;0.105727161351988;0.0481881798891317;IRF1;1
GO:0097696;receptor signaling pathway via STAT;1/8;175/18862;0.0718701903435002;0.105727161351988;0.0481881798891317;STAT1;1
GO:0001936;regulation of endothelial cell proliferation;1/8;177/18862;0.0726647157058335;0.105727161351988;0.0481881798891317;STAT1;1
GO:0001959;regulation of cytokine-mediated signaling pathway;1/8;177/18862;0.0726647157058335;0.105727161351988;0.0481881798891317;STAT1;1
GO:0099504;synaptic vesicle cycle;1/8;177/18862;0.0726647157058335;0.105727161351988;0.0481881798891317;MX1;1
GO:0002695;negative regulation of leukocyte activation;1/8;182/18862;0.0746484259572143;0.108073094296266;0.0492574059733386;IRF1;1
GO:0006611;protein export from nucleus;1/8;183/18862;0.0750447221345343;0.10810898089678;0.0492737623186624;IFI27;1
GO:0038061;NIK/NF-kappaB signaling;1/8;185/18862;0.0758368689980566;0.108711964918396;0.0495485895450098;IFI35;1
GO:0007219;Notch signaling pathway;1/8;186/18862;0.0762327197796605;0.108743732626869;0.0495630685873954;STAT1;1
GO:0022408;negative regulation of cell-cell adhesion;1/8;189/18862;0.0774193820959865;0.109364272766661;0.0498458975170889;IRF1;1
GO:0060759;regulation of response to cytokine stimulus;1/8;189/18862;0.0774193820959865;0.109364272766661;0.0498458975170889;STAT1;1
GO:0001935;endothelial cell proliferation;1/8;191/18862;0.0782097490929964;0.109947038580009;0.0501115097163364;STAT1;1
GO:0099003;vesicle-mediated transport in synapse;1/8;194/18862;0.079394188720188;0.111075523642186;0.050625849082711;MX1;1
GO:0042098;T cell proliferation;1/8;195/18862;0.0797887058880816;0.111093365614506;0.0506339810722653;IRF1;1
GO:0043393;regulation of protein binding;1/8;196/18862;0.080183075114679;0.111110832658912;0.050641942177692;IFIT2;1
GO:0050866;negative regulation of cell activation;1/8;200/18862;0.0817590735590016;0.112757774434452;0.0513925830303527;IRF1;1
GO:0051168;nuclear export;1/8;201/18862;0.0821527037921774;0.112766211337376;0.0513964283903394;IFI27;1
GO:0009612;response to mechanical stimulus;1/8;202/18862;0.0825461863691919;0.112774367293121;0.0514001457006087;IRF1;1
